hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,name,email,phone-number,credit_card,reservation_status_date
City Hotel,0,1,2017,September,36,6,1,1,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,12.0,179.0,0,Transient,62.59,0,0,Check-Out,Desiree Patterson,kellysmith@example.com,533-489-2656x231,4853340536031598972,2026-02-16
Resort Hotel,1,5,2017,April,17,26,0,5,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,247.0,179.0,0,Transient,252.0,1,0,No-Show,Sierra Cervantes,littlejames@example.net,001-601-450-4121x5068,3551170418105001,2025-03-16
City Hotel,0,13,2017,July,28,8,0,4,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,1,No Deposit,14.0,206.0,0,Transient-Party,101.24,0,0,Check-Out,Scott Meza,pperry@example.org,001-814-395-1294x226,4795469562234805,2025-11-15
City Hotel,0,2,2017,May,18,4,0,2,2,0.0,0,SC,ESP,Direct,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient-Party,101.19,0,0,Check-Out,Erik Davis,walkerpatrick@example.net,001-486-426-4059,4981862894117,2024-09-26
City Hotel,0,13,2017,November,45,4,2,0,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,C,0,No Deposit,239.0,179.0,0,Transient,80.31,0,1,Check-Out,Nicholas Duffy,timothy33@example.net,(855)909-3488x27184,6562374671631139,2024-08-15
City Hotel,0,95,2017,March,10,6,2,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,15.0,179.0,0,Transient,161.42,1,2,Check-Out,Anthony Paul,chapmanmorgan@example.org,2723729744,560327195916,2024-11-22
City Hotel,0,11,2017,September,36,7,0,3,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,238.0,179.0,0,Transient,208.96,0,1,Check-Out,Katherine Baxter,johnsonangela@example.org,(716)610-6065,36431358419005,2025-03-29
Resort Hotel,1,102,2017,March,10,5,1,0,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,85.0,179.0,0,Transient,98.64,0,0,Canceled,Jessica Romero,ythomas@example.com,5696422181,4978823261706753,2024-12-22
Resort Hotel,1,168,2017,April,16,13,2,5,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,179.0,0,Transient,252.0,0,2,Canceled,Karen Robertson,bradley46@example.net,405-597-0881,6541348228372112,2025-06-09
Resort Hotel,1,112,2017,June,23,8,2,2,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,Non Refund,257.0,179.0,0,Transient-Party,93.89,0,0,Canceled,Dr. Melissa Sullivan DDS,deborahadams@example.com,+1-962-445-2761x0650,36809228622181,2024-09-22
City Hotel,0,16,2017,June,26,29,0,1,2,0.0,0,BB,PRT,Complementary,Corporate,0,0,0,A,A,0,No Deposit,10.0,45.0,0,Transient,0.0,0,0,Check-Out,Nichole Klein,hannakimberly@example.org,400.588.3993x44729,30421288933015,2025-04-22
City Hotel,0,245,2017,May,21,26,1,2,2,0.0,0,HB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,26.0,179.0,0,Transient-Party,105.44,0,0,Check-Out,Nicole Sanchez,kayla55@example.net,253.564.3861,38501962740653,2024-12-04
Resort Hotel,0,11,2017,November,45,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,I,0,No Deposit,140.0,222.0,0,Transient-Party,54.76,0,0,Check-Out,Tiffany Morrow,paul42@example.org,(625)564-8368,502058157616,2025-10-24
City Hotel,0,151,2017,November,48,25,1,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,179.0,0,Transient,81.07,0,1,Check-Out,Kelsey Lynch,shawkathryn@example.net,716.740.6129x4510,4019950934694784,2025-06-17
City Hotel,0,82,2017,October,44,31,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,9.0,179.0,0,Transient,69.91,0,1,Check-Out,Traci Craig,taylorgary@example.org,777-857-5251,2348212654340254,2025-12-03
Resort Hotel,1,167,2017,November,46,14,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,138.0,179.0,0,Transient,118.31,0,2,Canceled,Kelly Walker,gmadden@example.net,(561)882-2281x073,38351656666784,2024-04-05
City Hotel,1,22,2017,November,45,7,1,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,10.0,179.0,0,Transient,80.46,0,2,No-Show,Ryan Palmer,sullivanalfred@example.net,333.339.1222x4627,4232368139284057178,2024-10-10
Resort Hotel,0,62,2017,April,17,28,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,241.0,179.0,0,Transient,133.91,1,2,Check-Out,Jenny Gray,yorkkathy@example.org,200-971-7917,502050668248,2024-11-16
Resort Hotel,0,77,2017,February,8,20,0,1,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,C,0,No Deposit,241.0,179.0,0,Transient,125.96,1,0,Check-Out,Brian Sloan,hcosta@example.net,+1-953-968-7028x897,213108950644017,2024-08-29
Resort Hotel,0,1,2017,October,44,28,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,H,D,0,No Deposit,340.0,331.0,0,Transient,45.28,0,0,Check-Out,Joshua Miranda,peterberger@example.com,+1-776-475-0567x539,3571922010906202,2026-01-01
City Hotel,1,65,2017,May,18,3,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,179.0,0,Transient-Party,92.82,0,0,Canceled,Edwin Carter,leah46@example.org,645.703.6353x2438,2226268315405487,2024-07-25
City Hotel,1,3,2017,September,36,2,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,179.0,0,Transient,237.73,0,1,Canceled,Oscar Carroll,qholland@example.org,511.463.7039x548,213113595467238,2024-06-13
City Hotel,1,53,2017,March,9,2,0,4,2,0.0,0,HB,,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,10.0,179.0,0,Transient,109.27,0,0,Canceled,Eric Fitzpatrick,victoria96@example.com,+1-449-923-6790x8211,5303822387773153,2024-05-04
Resort Hotel,0,81,2017,December,52,31,0,10,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,G,2,No Deposit,36.0,179.0,0,Transient,108.98,0,0,Check-Out,Samantha Johnson,vmedina@example.net,(993)894-1462,6520996828700465,2024-05-13
Resort Hotel,0,96,2017,March,12,23,2,10,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,245.0,179.0,0,Transient,133.62,1,0,Check-Out,Luke Freeman,kmueller@example.org,5283043066,4351323283356957,2025-06-20
Resort Hotel,1,343,2017,April,15,12,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,241.0,179.0,0,Transient,69.26,0,0,Canceled,Luis Murphy,pamelascott@example.net,378.817.0314x5189,375821674533100,2024-06-08
City Hotel,0,52,2017,February,6,4,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,179.0,0,Transient,132.05,1,2,Check-Out,Aaron Zamora,bmiller@example.org,+1-767-896-7132,4796548806909,2024-07-05
Resort Hotel,0,32,2017,July,27,7,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,179.0,0,Transient,43.52,1,1,Check-Out,Henry Garcia,vlogan@example.org,(292)889-2371,180084986280242,2026-01-03
City Hotel,1,159,2017,December,52,27,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,10.0,179.0,0,Transient,100.33,0,0,Canceled,Bradley Robertson Jr.,tony41@example.com,3392492583,630418802710,2025-09-05
City Hotel,1,115,2017,January,5,31,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,179.0,0,Transient,145.01,0,0,Canceled,John Moore,kristen71@example.net,632.809.9807x1488,180087488742817,2024-11-01
City Hotel,0,17,2017,December,50,15,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,13.0,222.0,0,Transient-Party,106.74,0,0,Check-Out,Courtney Foster,vpace@example.org,(606)912-4056x87609,343204421964796,2024-11-12
City Hotel,1,163,2017,April,15,9,2,1,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,179.0,0,Transient,141.65,0,2,Canceled,Jeffrey White,boyermichael@example.com,923-706-5463x9609,4249436653934,2025-12-21
City Hotel,0,212,2017,April,14,5,2,5,2,0.0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,D,D,0,No Deposit,85.0,179.0,0,Transient-Party,216.38,0,3,Check-Out,Ashley Gonzales,alexis80@example.org,(755)321-4278,6587504180843418,2024-04-09
City Hotel,0,0,2017,June,26,27,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,179.0,0,Transient,82.51,0,2,Check-Out,Candice Gomez,courtneyhurst@example.com,(959)400-7109,3515932835577939,2026-03-20
Resort Hotel,0,45,2017,November,46,14,1,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,C,C,1,No Deposit,242.0,179.0,0,Transient,80.08,0,0,Check-Out,Ian Harrell,kevin35@example.com,241.273.6280x53243,38214552711817,2025-05-02
City Hotel,0,158,2017,April,15,15,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,263.0,179.0,0,Transient-Party,114.53,0,0,Check-Out,Colton Williams,derek72@example.net,860-975-7196x8617,4262135826420,2025-06-10
City Hotel,1,156,2017,August,31,3,2,3,3,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,179.0,0,Transient,85.36,0,0,No-Show,Patrick Santana,james10@example.net,9438913246,4002239197408788262,2025-10-11
City Hotel,0,130,2017,January,3,19,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,10.0,179.0,0,Transient,91.72,0,1,Check-Out,Cristian Mendoza,cunninghamshelby@example.com,981-479-9489x95454,38541047739643,2024-12-06
City Hotel,1,196,2017,February,8,17,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,179.0,0,Transient,116.92,0,1,Canceled,Deborah Fisher,brian81@example.com,001-653-714-1124x7887,4048273094491809,2025-06-09
Resort Hotel,1,142,2017,December,51,20,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,11.0,179.0,0,Transient,93.37,0,0,Canceled,Rebecca Klein,cortega@example.org,367.623.7811x41115,583753428403,2024-07-02
City Hotel,1,98,2017,April,17,23,0,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,10.0,179.0,0,Transient-Party,116.88,0,1,No-Show,Phillip Macias,marybarnes@example.com,9638508786,567980577157,2024-06-24
Resort Hotel,0,82,2017,December,52,30,2,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,76.0,179.0,0,Transient,54.85,0,0,Check-Out,Tammy Cameron,daniel06@example.org,595.235.5570x59339,4055145058855,2024-09-10
City Hotel,0,67,2017,November,47,21,1,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,179.0,0,Transient-Party,139.25,0,0,Check-Out,Brian Rodriguez,glennjackson@example.com,001-836-476-0783,4880312171534831337,2025-12-27
City Hotel,0,36,2017,January,3,19,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,1,No Deposit,16.0,179.0,0,Transient,132.77,0,1,Check-Out,Christopher Porter,donnamiller@example.com,+1-440-936-8346x916,6506774442549677,2025-02-18
City Hotel,1,82,2017,January,3,18,0,1,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,No Deposit,14.0,181.0,0,Transient,90.61,0,0,Canceled,Cynthia Gregory,colejacob@example.org,908.331.2096,579652146393,2024-11-02
City Hotel,0,160,2017,March,11,11,2,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,66.0,179.0,0,Transient,89.86,0,0,Check-Out,William Mclaughlin,solomonmichael@example.org,452-573-2619x411,5129983404608947,2025-02-13
City Hotel,1,319,2017,February,6,5,0,6,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,12.0,179.0,0,Transient,139.12,0,0,Canceled,Dylan Tucker,rwood@example.org,(534)883-4527x06243,676281826138,2024-04-08
City Hotel,0,38,2017,December,51,18,2,4,2,1.0,0,BB,BEL,Direct,Direct,0,0,0,G,G,1,No Deposit,18.0,179.0,0,Transient,138.71,1,2,Check-Out,Danielle Hernandez,pricetiffany@example.com,001-653-833-9029x651,4917192386304637,2024-08-06
Resort Hotel,1,284,2017,May,20,14,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,179.0,0,Contract,123.27,0,0,Canceled,Danielle Wang,bellandrea@example.net,(713)793-6216,36143643290451,2025-08-11
City Hotel,0,214,2017,April,14,2,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,179.0,0,Contract,134.56,0,1,Check-Out,Wendy Wright,angelagriffin@example.net,663-290-3348x26452,6011028191516942,2025-09-21
City Hotel,0,3,2017,July,28,10,0,1,1,0.0,0,SC,ITA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,13.0,62.0,0,Transient-Party,79.08,0,0,Check-Out,Christina Mccarthy,jasonabbott@example.net,7574357379,4602553302573532,2024-11-21
City Hotel,1,21,2017,February,9,29,0,2,1,1.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,20.0,179.0,0,Transient,129.18,0,0,Canceled,Meredith Shaw,gmontgomery@example.org,407.595.1527x098,180021488058221,2025-12-12
City Hotel,0,23,2017,November,45,5,1,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,1,A,D,0,No Deposit,6.0,179.0,0,Transient,132.95,0,2,Check-Out,Willie Garza,lauriehenderson@example.net,207.373.5846x77576,4630153747519046,2025-08-13
City Hotel,0,110,2017,November,45,4,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,179.0,0,Transient,108.14,0,1,Check-Out,Crystal Anderson,ryan12@example.org,586.778.2651x50589,343241393314055,2024-09-27
City Hotel,1,104,2017,June,25,22,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,1.0,179.0,0,Transient,102.03,0,0,Canceled,William Hickman,rmitchell@example.net,9938971147,566752652222,2026-01-14
City Hotel,1,189,2017,April,15,14,1,3,3,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,179.0,0,Transient,204.49,0,0,Canceled,Luis Davis,ecopeland@example.com,+1-668-645-4277x2214,3587363703425238,2025-02-08
Resort Hotel,0,141,2017,June,23,3,0,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,242.0,179.0,0,Transient,45.34,0,0,Check-Out,Jason Torres,steven56@example.org,+1-438-574-7516x25471,180070139366772,2025-12-02
City Hotel,0,5,2017,July,27,5,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,6.0,179.0,0,Transient,171.68,0,1,Check-Out,Crystal Rogers,rachel84@example.com,(789)499-8149,30395452805920,2024-07-28
Resort Hotel,0,103,2017,August,34,24,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,13.0,179.0,75,Transient,52.27,0,1,Check-Out,Jordan Schneider,garnerchristian@example.com,+1-624-371-9604x176,3530697313961696,2025-01-19
City Hotel,1,413,2017,May,18,5,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,2.0,179.0,0,Transient-Party,60.26,0,0,Canceled,Derrick Ramirez,lauraclayton@example.net,217-600-0696x26855,3531746333607190,2025-08-05
City Hotel,1,21,2017,January,3,14,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,179.0,0,Transient,168.02,0,1,Check-Out,Jason Flores,michaelandrade@example.net,610-916-7222x1665,3584748079587566,2024-06-18
Resort Hotel,0,47,2017,August,33,17,0,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,179.0,0,Transient,52.52,0,3,Canceled,Andrew Williams,xavierwilson@example.org,464.965.8159x66849,213170678518600,2025-08-10
Resort Hotel,0,0,2017,November,47,19,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,1,A,A,1,No Deposit,17.0,62.0,0,Transient,39.93,1,2,Check-Out,Christy Kennedy,courtney14@example.org,9567225470,3568282217336629,2024-04-03
Resort Hotel,0,409,2017,December,50,10,2,2,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,133.0,179.0,0,Transient,99.58,0,0,Check-Out,Ashlee Lopez,marcuscook@example.org,001-283-852-5789,2250503542177197,2024-06-24
City Hotel,0,1,2017,April,14,5,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,B,1,No Deposit,14.0,179.0,0,Transient,139.94,1,1,Check-Out,Heidi Torres,jacobschaefer@example.net,(525)695-8214x30866,4835164632014993056,2024-10-09
City Hotel,1,14,2017,November,47,23,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,1,A,A,2,No Deposit,8.0,179.0,0,Transient,89.66,0,1,Canceled,Adam Arnold,krogers@example.org,774-327-9792,4437524767705027853,2025-08-19
City Hotel,0,364,2017,December,52,28,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,A,0,No Deposit,2.0,179.0,0,Transient-Party,61.94,0,0,Check-Out,Erin Figueroa,callahananna@example.net,+1-386-627-8629x158,30268632070881,2024-04-19
City Hotel,1,444,2017,January,2,9,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,179.0,0,Transient,61.46,0,0,Canceled,Richard Rice,maxwelljacob@example.org,345.273.7442x7513,213194408994766,2025-09-16
Resort Hotel,0,32,2017,November,44,3,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,242.0,179.0,0,Transient,171.92,0,1,Check-Out,Matthew Clark,hornmatthew@example.org,301-500-7163,2248980022861521,2025-08-31
City Hotel,1,0,2017,November,47,22,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,179.0,0,Transient,99.63,0,1,Canceled,Stephen Anderson,aburns@example.net,313-556-7771,374433686151862,2025-03-16
Resort Hotel,0,254,2017,June,25,20,1,2,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,239.0,179.0,0,Transient,148.39,0,1,Check-Out,Barbara Willis,lisaperez@example.net,820.842.8703,377560323742096,2024-05-18
City Hotel,0,22,2017,April,17,23,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,73.0,179.0,41,Transient,79.56,0,0,Check-Out,Martha Lee,andrew67@example.com,732.866.2052,213144503444068,2025-02-15
Resort Hotel,0,31,2017,November,45,8,1,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,243.0,179.0,0,Transient,180.59,0,2,Check-Out,Tammy Jones,svargas@example.net,(929)465-1539,180024573427228,2025-12-09
Resort Hotel,0,75,2017,August,31,1,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,A,0,No Deposit,241.0,179.0,0,Transient,47.53,0,1,Check-Out,Grace Swanson,perkinsdeborah@example.net,706.715.9168x66128,5169731118192356,2025-09-29
City Hotel,0,58,2017,June,23,8,1,1,1,0.0,0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,179.0,0,Transient,112.56,0,1,Check-Out,Christina Le MD,murphymegan@example.org,+1-602-494-0628x98240,4657254499052190,2025-10-09
City Hotel,1,2,2017,April,15,9,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,12.0,179.0,0,Transient,240.76,0,1,Canceled,Joshua King,wjohnson@example.com,(514)797-4634x975,343169421496422,2024-11-04
Resort Hotel,0,0,2017,August,31,4,0,1,2,0.0,0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,130.0,179.0,0,Transient,84.31,0,1,Check-Out,Sarah Meadows,teresa45@example.net,874.295.2525,676100513305,2024-08-21
City Hotel,0,19,2017,June,24,17,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,9.0,179.0,0,Transient,80.08,0,1,Check-Out,Stephanie West,angel69@example.org,384.370.7117x63366,4166311976461330334,2025-06-09
Resort Hotel,1,36,2017,April,16,14,0,3,2,2.0,0,BB,,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,238.0,179.0,0,Transient,252.0,0,1,Canceled,Susan Jones,john76@example.com,(715)794-7284x129,3569357359047173,2025-11-21
City Hotel,1,13,2017,August,32,8,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,10.0,179.0,0,Transient,113.19,0,1,Canceled,Timothy Gordon,andreatorres@example.org,730-601-9836x37600,4512047124237847,2025-05-22
City Hotel,0,202,2017,April,14,3,1,5,2,2.0,0,HB,NOR,Direct,Direct,0,0,0,G,G,0,No Deposit,11.0,179.0,0,Transient,216.75,1,3,Check-Out,Kyle Horton,julie56@example.com,(551)460-9117x949,343360734544731,2025-05-12
Resort Hotel,0,84,2017,April,16,16,1,4,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,13.0,222.0,0,Contract,62.98,0,0,Check-Out,Angel Knight,mfranklin@example.com,628.971.5955,4461890304502808,2025-10-28
Resort Hotel,0,202,2017,April,15,12,2,2,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,1,No Deposit,244.0,179.0,0,Transient,222.56,0,3,Check-Out,Melissa Yang,annawhite@example.com,975-384-7019,4288297457528570451,2024-10-31
Resort Hotel,1,222,2017,December,49,8,2,5,2,0.0,0,SC,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,31.0,179.0,0,Transient-Party,92.93,0,0,Canceled,Michael Berg,frankalvarez@example.org,909-209-0433,2283971382801138,2026-03-15
Resort Hotel,1,61,2017,March,14,30,4,4,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,243.0,179.0,0,Transient,176.64,0,0,Canceled,Carol Christensen,stacie70@example.org,(919)578-7282x1747,3577315510001869,2025-09-20
City Hotel,0,34,2017,June,26,28,0,1,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,78.0,179.0,0,Transient-Party,132.29,0,0,Check-Out,Richard Morales,duncanvanessa@example.com,001-936-876-1179x616,375664286094644,2025-06-03
City Hotel,0,2,2017,February,5,3,0,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,179.0,0,Transient,121.47,0,0,Check-Out,Clinton Moore,usullivan@example.net,(971)557-1871x8201,501881761214,2025-05-31
Resort Hotel,0,81,2017,November,45,9,2,5,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,92.0,179.0,0,Contract,44.4,0,1,Check-Out,Michael Suarez,bradshawjoseph@example.net,458.975.4596x1902,4247147344509369475,2025-05-10
City Hotel,1,290,2017,March,12,24,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,32.0,179.0,0,Transient,101.18,0,0,Canceled,Joy Zimmerman,kylesmith@example.com,+1-734-367-4885x188,180061041410436,2025-06-18
City Hotel,1,56,2017,July,27,4,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,179.0,0,Transient,110.77,0,0,Canceled,Elizabeth Robinson,oholmes@example.org,863.562.1379,4632815961429221,2025-04-23
City Hotel,0,98,2017,December,52,23,0,1,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,179.0,0,Transient,89.01,1,1,Check-Out,Kristen Jackson,scruz@example.net,517-873-5556,675986422029,2024-08-14
City Hotel,1,152,2017,January,2,8,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,71.0,179.0,37,Transient,116.65,0,0,Canceled,David Williams,davidsonkaitlyn@example.org,001-534-579-4403,213130629465905,2024-05-04
Resort Hotel,0,43,2017,November,45,9,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,11.0,179.0,0,Transient,122.59,1,2,Check-Out,Stephen Ho,lisa19@example.org,(570)526-1376x10352,3576248691261476,2025-08-13
City Hotel,0,47,2017,March,10,4,1,5,1,0.0,0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,179.0,0,Transient,103.84,0,1,Check-Out,Richard Day,ksparks@example.net,290-572-9701,30121145582282,2024-04-07
City Hotel,1,12,2017,February,8,23,1,4,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,179.0,0,Transient,137.98,0,1,Canceled,Rodney Nichols,jacob36@example.net,001-238-394-8037x36101,4016397738349863,2025-10-26
City Hotel,1,0,2017,December,50,14,0,2,3,0.0,0,SC,,Complementary,Corporate,0,0,0,P,P,0,No Deposit,13.0,259.0,0,Transient,7.66,0,1,Canceled,Gregory Jacobs,scottdaniel@example.org,+1-762-326-0819x598,213125306146018,2024-12-28
City Hotel,1,372,2017,June,23,7,1,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,72.0,179.0,17,Transient,61.65,0,0,Canceled,Bradley Thornton,cwright@example.org,767.466.7495x13498,30229766640915,2026-03-27
Resort Hotel,0,213,2017,March,10,6,3,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,101.0,179.0,0,Transient,184.66,0,0,Check-Out,Miranda Ortiz,tarafox@example.com,832.437.7683x268,6011970033718386,2025-08-31
City Hotel,0,20,2017,November,45,8,2,2,1,0.0,0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,11.0,179.0,0,Transient,140.61,0,1,Check-Out,Erika Brown,justinlopez@example.net,294-461-1065,4270659285147,2025-03-07
City Hotel,1,0,2017,April,16,21,0,2,3,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,179.0,0,Transient,252.0,0,1,No-Show,Samantha Robinson,zbaldwin@example.com,(872)269-6774x565,378139400075644,2024-12-13
